Symbol,Name,Exchange,Sector,Industry,MarketCap,LastPrice,RiskLevel,TotalScore,IsLegitimate,DataSource,SignalSummary
"SSEA","Starry Sea Acquisition Corp	Ordinary Shares","NASDAQ","Unknown","Unknown",,10.010000228881836,"LOW",0,false,"yahoo","None"
"SSEAR","Starry Sea Acquisition Corp Rights","NASDAQ","Unknown","Unknown",,0.2146,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"SSM","Sono Group N.V. Ordinary Shares","NASDAQ","Unknown","Unknown",,7,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"SVAC","Spring Valley Acquisition Corp. III Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.149999618530273,"LOW",0,false,"yahoo","None"
"SVACU","Spring Valley Acquisition Corp. III Unit","NASDAQ","Unknown","Unknown",,10.300000190734863,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"SVACW","Spring Valley Acquisition Corp. III Warrant","NASDAQ","Unknown","Unknown",,0.6225,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"SVAQU","Silicon Valley Acquisition Corp. Units","NASDAQ","Unknown","Unknown",,9.945,"LOW",0,false,"mock","None"
"SVCC","Stellar V Capital Corp. Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.364999771118164,"LOW",0,false,"yahoo","None"
"SVCCW","Stellar V Capital Corp. Warrant","NASDAQ","Unknown","Unknown",,0.3299,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"SZZL","Sizzle Acquisition Corp. II Class A ordinary shares","NASDAQ","Unknown","Unknown",,10.15999984741211,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"SZZLR","Sizzle Acquisition Corp. II Right","NASDAQ","Unknown","Unknown",,0.16,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"SZZLU","Sizzle Acquisition Corp. II Unit","NASDAQ","Unknown","Unknown",,10.279999732971191,"HIGH",6,false,"yahoo","MICRO_LIQUIDITY, VOLUME_EXPLOSION, OVERBOUGHT_RSI"
"TACH","Titan Acquisition Corp. Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.25100040435791,"LOW",0,false,"yahoo","None"
"TACHW","Titan Acquisition Corp. Warrants","NASDAQ","Unknown","Unknown",,0.315,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TACOU","Berto Acquisition Corp. Unit","NASDAQ","Unknown","Unknown",,10.289999961853027,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"TACOW","Berto Acquisition Corp. Warrant","NASDAQ","Unknown","Unknown",,0.37,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TAVI","Tavia Acquisition Corp. Ordinary Shares","NASDAQ","Unknown","Unknown",,10.430000305175781,"MEDIUM",4,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"TAVIR","Tavia Acquisition Corp. Right","NASDAQ","Unknown","Unknown",,0.2299,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TBMC","Trailblazer Merger Corporation I Class A Common Stock","NASDAQ","Unknown","Unknown",,13.321999549865723,"LOW",0,false,"yahoo","None"
"TBMCR","Trailblazer Merger Corporation I Rights","NASDAQ","Unknown","Unknown",,0.24300000071525574,"HIGH",5,false,"yahoo","MICROCAP_PRICE, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"TDAC","Translational Development Acquisition Corp. Ordinary Shares","NASDAQ","Unknown","Unknown",,10.489999771118164,"MEDIUM",3,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"TDACW","Translational Development Acquisition Corp. Warrants","NASDAQ","Unknown","Unknown",,0.31,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TDWD","Tailwind 2.0 Acquisition Corp. Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,9.850000381469727,"LOW",0,false,"yahoo","None"
"TDWDR","Tailwind 2.0 Acquisition Corp. Rights","NASDAQ","Unknown","Unknown",,0.164,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TDWDU","Tailwind 2.0 Acquisition Corp. Unit","NASDAQ","Unknown","Unknown",,10.0600004196167,"LOW",0,false,"yahoo","None"
"TLNC","Talon Capital Corp. Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.109999656677246,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"TLNCU","Talon Capital Corp. Units","NASDAQ","Unknown","Unknown",,10.289999961853027,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"TLNCW","Talon Capital Corp. Warrants","NASDAQ","Unknown","Unknown",,0.59,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TMUSI","T-Mobile US, Inc. 5.500% Senior Notes due June 2070","NASDAQ","Unknown","Unknown",,23.15999984741211,"LOW",0,false,"yahoo","None"
"TMUSL","T-Mobile US, Inc. 6.250% Senior Notes due 2069","NASDAQ","Unknown","Unknown",,25.049999237060547,"LOW",0,false,"yahoo","None"
"TMUSZ","T-Mobile US, Inc. 5.500% Senior Notes due March 2070","NASDAQ","Unknown","Unknown",,23.450000762939453,"LOW",0,false,"yahoo","None"
"TVA","Texas Ventures Acquisition III Corp Class A Ordinary Share","NASDAQ","Unknown","Unknown",,10.649999618530273,"LOW",0,false,"yahoo","None"
"TVACU","Texas Ventures Acquisition III Corp Unit","NASDAQ","Unknown","Unknown",,10.989999771118164,"MEDIUM",4,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"TVACW","Texas Ventures Acquisition III Corp Warrants","NASDAQ","Unknown","Unknown",,0.9,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TVAI","Thayer Ventures Acquisition Corporation II Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.119999885559082,"MEDIUM",2,false,"yahoo","VOLUME_EXPLOSION"
"TVAIR","Thayer Ventures Acquisition Corporation II Rights","NASDAQ","Unknown","Unknown",,0.21,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TVAIU","Thayer Ventures Acquisition Corporation II Unit","NASDAQ","Unknown","Unknown",,10.3100004196167,"MEDIUM",4,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"TWLVU","Twelve Seas Investment Company III Units","NASDAQ","Unknown","Unknown",,9.949999809265137,"LOW",0,false,"yahoo","None"
"UYSC","UY Scuti Acquisition Corp. Ordinary Shares","NASDAQ","Unknown","Unknown",,10.25,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"VACH","Voyager Acquisition Corp Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.670000076293945,"MEDIUM",2,false,"yahoo","OVERBOUGHT_RSI"
"VACHU","Voyager Acquisition Corp Unit","NASDAQ","Unknown","Unknown",,10.989999771118164,"MEDIUM",4,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"VACHW","Voyager Acquisition Corp Warrants","NASDAQ","Unknown","Unknown",,0.205,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"VCIC","Vine Hill Capital Investment Corp. Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.770000457763672,"LOW",0,false,"yahoo","None"
"VCICU","Vine Hill Capital Investment Corp. Unit","NASDAQ","Unknown","Unknown",,11.25,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"VCICW","Vine Hill Capital Investment Corp. Warrant","NASDAQ","Unknown","Unknown",,1.8,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"VHCPU","Vine Hill Capital Investment Corp. II Units","NASDAQ","Unknown","Unknown",,10.020999908447266,"LOW",0,false,"yahoo","None"
"VNME","Vendome Acquisition Corporation I Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.029999732971191,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"VNMEU","Vendome Acquisition Corporation I Unit","NASDAQ","Unknown","Unknown",,10.1899995803833,"MEDIUM",4,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"WENN","Wen Acquisition Corp Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.100000381469727,"LOW",0,false,"yahoo","None"
"WENNU","Wen Acquisition Corp Unit","NASDAQ","Unknown","Unknown",,10.229999542236328,"LOW",0,false,"yahoo","None"
"WENNW","Wen Acquisition Corp Warrant","NASDAQ","Unknown","Unknown",,0.3103,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"WLAC","Willow Lane Acquisition Corp. Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,12.640000343322754,"LOW",0,false,"yahoo","None"
"WLACU","Willow Lane Acquisition Corp. Unit","NASDAQ","Unknown","Unknown",,15,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"WLACW","Willow Lane Acquisition Corp. Warrants","NASDAQ","Unknown","Unknown",,4.48,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"WSBK","Winchester Bancorp, Inc. Common Stock","NASDAQ","Unknown","Unknown",,10.449999809265137,"MEDIUM",3,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"WSTN","Westin Acquisition Corp Class A Ordinary Share","NASDAQ","Unknown","Unknown",,9.89,"LOW",0,false,"mock","None"
"WSTNR","Westin Acquisition Corp Right","NASDAQ","Unknown","Unknown",,0.18,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"WTG","Wintergreen Acquisition Corp. Ordinary Shares","NASDAQ","Unknown","Unknown",,10.1899995803833,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"XELLL","Xcel Energy Inc. 6.25% Junior Subordinated Notes, Series due 2085","NASDAQ","Unknown","Unknown",,24.959999084472656,"LOW",0,false,"yahoo","None"
"XRPN","Armada Acquisition Corp. II Class A Ordinary Shares","NASDAQ","Unknown","Unknown",,10.239999771118164,"LOW",0,false,"yahoo","None"
"XRPNU","Armada Acquisition Corp. II Units","NASDAQ","Unknown","Unknown",,10.850000381469727,"MEDIUM",4,false,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"XRPNW","Armada Acquisition Corp. II Warrant","NASDAQ","Unknown","Unknown",,0.89,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"YHNA","YHN Acquisition I Limited Ordinary Shares","NASDAQ","Unknown","Unknown",,10.609999656677246,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"YHNAR","YHN Acquisition I Limited Right","NASDAQ","Unknown","Unknown",,0.153,"MEDIUM",2,false,"mock","MICROCAP_PRICE"
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","NYSE","Unknown","Unknown",1576139660861,303.8900146484375,"LOW",0,true,"yahoo","None"
"BRK/A","Berkshire Hathaway Inc.","NYSE","Unknown","Unknown",1110215695200,754800,"LOW",0,true,"mock","None"
"BRK/B","Berkshire Hathaway Inc.","NYSE","Unknown","Unknown",1109002410633,502.65,"LOW",0,true,"mock","None"
"LLY","Eli Lilly and Company Common Stock","NYSE","Unknown","Unknown",1015985015973,1074.6800537109375,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"JPM","JP Morgan Chase & Co. Common Stock","NYSE","Unknown","Unknown",877167356695,322.2200012207031,"LOW",0,true,"yahoo","None"
"V","Visa Inc.","NYSE","Unknown","Unknown",675371055783,350.7099914550781,"MEDIUM",2,true,"yahoo","OVERBOUGHT_RSI"
"ORCL","Oracle Corporation Common Stock","NYSE","Unknown","Unknown",560001768300,194.91000366210938,"LOW",0,true,"yahoo","None"
"MA","Mastercard Incorporated Common Stock","NYSE","Unknown","Unknown",512647869706,570.8800048828125,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"XOM","Exxon Mobil Corporation Common Stock","NYSE","Unknown","Unknown",507493709989,120.33999633789062,"LOW",0,true,"yahoo","None"
"JNJ","Johnson & Johnson Common Stock","NYSE","Unknown","Unknown",498603621359,206.9499969482422,"LOW",0,true,"yahoo","None"
"ABBV","AbbVie Inc. Common Stock","NYSE","Unknown","Unknown",403829714566,228.49000549316406,"LOW",0,true,"yahoo","None"
"BAC","Bank of America Corporation Common Stock","NYSE","Unknown","Unknown",401637255250,55,"LOW",0,true,"yahoo","None"
"HD","Home Depot, Inc. (The) Common Stock","NYSE","Unknown","Unknown",342555501989,344.1000061035156,"LOW",0,true,"yahoo","None"
"BABA","Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share","NYSE","Unknown","Unknown",338494183833,146.5800018310547,"LOW",0,true,"yahoo","None"
"PG","Procter & Gamble Company (The) Common Stock","NYSE","Unknown","Unknown",334877284907,143.30999755859375,"LOW",0,true,"yahoo","None"
"GE","GE Aerospace Common Stock","NYSE","Unknown","Unknown",324914329005,308.0299987792969,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"CVX","Chevron Corporation Common Stock","NYSE","Unknown","Unknown",306880826599,152.41000366210938,"LOW",0,true,"yahoo","None"
"KO","Coca-Cola Company (The) Common Stock","NYSE","Unknown","Unknown",300725474354,69.91000366210938,"LOW",0,true,"yahoo","None"
"UNH","UnitedHealth Group Incorporated Common Stock (DE)","NYSE","Unknown","Unknown",299026386848,330.1099853515625,"LOW",0,true,"yahoo","None"
"SAP","SAP  SE ADS","NYSE","Unknown","Unknown",298415962995,242.91000366210938,"LOW",0,true,"yahoo","None"
"WFC","Wells Fargo & Company Common Stock","NYSE","Unknown","Unknown",292562679314,93.19999694824219,"LOW",0,true,"yahoo","None"
"MS","Morgan Stanley Common Stock","NYSE","Unknown","Unknown",282150081982,177.52999877929688,"LOW",0,true,"yahoo","None"
"TM","Toyota Motor Corporation Common Stock","NYSE","Unknown","Unknown",279325390657,214.05999755859375,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"IBM","International Business Machines Corporation Common Stock","NYSE","Unknown","Unknown",276877915369,296.2099914550781,"LOW",0,true,"yahoo","None"
"NVS","Novartis AG Common Stock","NYSE","Unknown","Unknown",272305554622,137.8699951171875,"MEDIUM",2,true,"yahoo","OVERBOUGHT_RSI"
"HSBC","HSBC Holdings, plc. Common Stock","NYSE","Unknown","Unknown",270235223957,78.66999816894531,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"CAT","Caterpillar, Inc. Common Stock","NYSE","Unknown","Unknown",268091471161,572.8699951171875,"LOW",0,true,"yahoo","None"
"GS","Goldman Sachs Group, Inc. (The) Common Stock","NYSE","Unknown","Unknown",263637161169,879,"LOW",0,true,"yahoo","None"
"MRK","Merck & Company, Inc. Common Stock (new)","NYSE","Unknown","Unknown",261257692139,105.26000213623047,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"AXP","American Express Company Common Stock","NYSE","Unknown","Unknown",254840669027,369.95001220703125,"LOW",0,true,"yahoo","None"
"PM","Philip Morris International Inc Common Stock","NYSE","Unknown","Unknown",249684855340,160.39999389648438,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"CRM","Salesforce, Inc. Common Stock","NYSE","Unknown","Unknown",248220670000,264.9100036621094,"LOW",0,true,"yahoo","None"
"RTX","RTX Corporation Common Stock","NYSE","Unknown","Unknown",245897574163,183.39999389648438,"LOW",0,true,"yahoo","None"
"RY","Royal Bank Of Canada Common Stock","NYSE","Unknown","Unknown",238722141664,170.49000549316406,"LOW",0,true,"yahoo","None"
"NVO","Novo Nordisk A/S Common Stock","NYSE","Unknown","Unknown",227179200000,50.880001068115234,"LOW",0,true,"yahoo","None"
"CCZ","Comcast Holdings ZONES","NYSE","Unknown","Unknown",218670109245,60.0099983215332,"MEDIUM",2,false,"yahoo","MICRO_LIQUIDITY"
"ABT","Abbott Laboratories Common Stock","NYSE","Unknown","Unknown",217863266240,125.29000091552734,"LOW",0,true,"yahoo","None"
"TMO","Thermo Fisher Scientific Inc Common Stock","NYSE","Unknown","Unknown",217704034788,579.4500122070312,"LOW",0,true,"yahoo","None"
"MCD","McDonald's Corporation Common Stock","NYSE","Unknown","Unknown",217655733991,305.6300048828125,"LOW",0,true,"yahoo","None"
"SHEL","Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares)","NYSE","Unknown","Unknown",213512028140,73.4800033569336,"LOW",0,true,"yahoo","None"
"C","Citigroup, Inc. Common Stock","NYSE","Unknown","Unknown",208789468094,116.69000244140625,"LOW",0,true,"yahoo","None"
"DIS","Walt Disney Company (The) Common Stock","NYSE","Unknown","Unknown",203112312009,113.7699966430664,"LOW",0,true,"yahoo","None"
"MUFG","Mitsubishi UFJ Financial Group, Inc. Common Stock","NYSE","Unknown","Unknown",191393895191,15.859999656677246,"LOW",0,true,"yahoo","None"
"HDB","HDFC Bank Limited Common Stock","NYSE","Unknown","Unknown",187012688566,36.540000915527344,"LOW",0,true,"yahoo","None"
"SCHW","Charles Schwab Corporation (The) Common Stock","NYSE","Unknown","Unknown",177533752691,99.91000366210938,"LOW",0,true,"yahoo","None"
"GEV","GE Vernova Inc. Common Stock","NYSE","Unknown","Unknown",177326912389,653.5700073242188,"LOW",0,true,"yahoo","None"
"ACN","Accenture plc Class A Ordinary Shares (Ireland)","NYSE","Unknown","Unknown",177194051019,268.29998779296875,"LOW",0,true,"yahoo","None"
"T","AT&T Inc.","NYSE","Unknown","Unknown",176101925456,24.84000015258789,"LOW",0,true,"yahoo","None"
"SAN","Banco Santander, S.A. Sponsored ADR (Spain)","NYSE","Unknown","Unknown",172656490904,11.729999542236328,"LOW",0,true,"yahoo","None"
"TJX","TJX Companies, Inc. (The) Common Stock","NYSE","Unknown","Unknown",170578850463,153.61000061035156,"LOW",0,true,"yahoo","None"
"UBER","Uber Technologies, Inc. Common Stock","NYSE","Unknown","Unknown",169779520432,81.70999908447266,"LOW",0,true,"yahoo","None"
"NEE","NextEra Energy, Inc. Common Stock","NYSE","Unknown","Unknown",167191905432,80.27999877929688,"LOW",0,true,"yahoo","None"
"BLK","BlackRock, Inc. Common Stock","NYSE","Unknown","Unknown",166064223939,1070.3399658203125,"LOW",0,true,"yahoo","None"
"APH","Amphenol Corporation Common Stock","NYSE","Unknown","Unknown",165418861351,135.13999938964844,"LOW",0,true,"yahoo","None"
"BA","Boeing Company (The) Common Stock","NYSE","Unknown","Unknown",165031928012,217.1199951171875,"MEDIUM",2,true,"yahoo","OVERBOUGHT_RSI"
"ANET","Arista Networks, Inc. Common Stock","NYSE","Unknown","Unknown",165004122722,131.02999877929688,"LOW",0,true,"yahoo","None"
"DHR","Danaher Corporation Common Stock","NYSE","Unknown","Unknown",161697541962,228.9199981689453,"LOW",0,true,"yahoo","None"
"TD","Toronto Dominion Bank (The) Common Stock","NYSE","Unknown","Unknown",160818616800,94.19999694824219,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"TBB","AT&T Inc. 5.350% Global Notes due 2066","NYSE","Unknown","Unknown",159239084640,22.270000457763672,"LOW",0,false,"yahoo","None"
"NOW","ServiceNow, Inc. Common Stock","NYSE","Unknown","Unknown",159071070567,153.19000244140625,"LOW",0,true,"yahoo","None"
"SPGI","S&P Global Inc. Common Stock","NYSE","Unknown","Unknown",158240252000,522.5900268554688,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"SONY","Sony Group Corporation American Depositary Shares","NYSE","Unknown","Unknown",154240058752,25.600000381469727,"LOW",0,true,"yahoo","None"
"COF","Capital One Financial Corporation Common Stock","NYSE","Unknown","Unknown",154076396508,242.36000061035156,"LOW",0,true,"yahoo","None"
"BHP","BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares)","NYSE","Unknown","Unknown",153306994218,60.369998931884766,"LOW",0,true,"yahoo","None"
"UBS","UBS Group AG Registered Ordinary Shares","NYSE","Unknown","Unknown",147026157374,46.310001373291016,"MEDIUM",2,true,"yahoo","OVERBOUGHT_RSI"
"UL","Unilever PLC American Depositary Shares (each representing One Ordinary Share)","NYSE","Unknown","Unknown",146014028160,65.4000015258789,"LOW",0,true,"yahoo","None"
"TTE","TotalEnergies SE Ordinary Shares","NYSE","Unknown","Unknown",142737399218,65.41999816894531,"LOW",0,true,"yahoo","None"
"PFE","Pfizer, Inc. Common Stock","NYSE","Unknown","Unknown",141574118045,24.899999618530273,"LOW",0,true,"yahoo","None"
"BSX","Boston Scientific Corporation Common Stock","NYSE","Unknown","Unknown",141350848419,95.3499984741211,"LOW",0,true,"yahoo","None"
"UNP","Union Pacific Corporation Common Stock","NYSE","Unknown","Unknown",137209976843,231.32000732421875,"LOW",0,true,"yahoo","None"
"LOW","Lowe's Companies, Inc. Common Stock","NYSE","Unknown","Unknown",135279053370,241.16000366210938,"LOW",0,true,"yahoo","None"
"SYK","Stryker Corporation Common Stock","NYSE","Unknown","Unknown",134410439563,351.4700012207031,"LOW",0,true,"yahoo","None"
"BBVA","Banco Bilbao Vizcaya Argentaria S.A. Common Stock","NYSE","Unknown","Unknown",134342184189,23.309999465942383,"LOW",0,true,"yahoo","None"
"PGR","Progressive Corporation (The) Common Stock","NYSE","Unknown","Unknown",133534378582,227.72000122070312,"LOW",0,true,"yahoo","None"
"WELL","Welltower Inc. Common Stock","NYSE","Unknown","Unknown",127389348061,185.61000061035156,"LOW",0,true,"yahoo","None"
"DE","Deere & Company Common Stock","NYSE","Unknown","Unknown",125911282104,465.57000732421875,"LOW",0,true,"yahoo","None"
"SMFG","Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)","NYSE","Unknown","Unknown",125143884499,19.329999923706055,"LOW",0,true,"yahoo","None"
"ETN","Eaton Corporation, PLC Ordinary Shares","NYSE","Unknown","Unknown",123709284000,318.510009765625,"LOW",0,true,"yahoo","None"
"BTI","British American Tobacco  Industries, p.l.c. Common Stock ADR","NYSE","Unknown","Unknown",123536068090,56.619998931884766,"LOW",0,true,"yahoo","None"
"MDT","Medtronic plc. Ordinary Shares","NYSE","Unknown","Unknown",123150284820,96.05999755859375,"LOW",0,true,"yahoo","None"
"CB","Chubb Limited  Common Stock","NYSE","Unknown","Unknown",122835094111,312.1199951171875,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"PLD","Prologis, Inc. Common Stock","NYSE","Unknown","Unknown",118579161220,127.66000366210938,"LOW",0,true,"yahoo","None"
"SPOT","Spotify Technology S.A. Ordinary Shares","NYSE","Unknown","Unknown",118374486750,580.7100219726562,"LOW",0,true,"yahoo","None"
"SCCO","Southern Copper Corporation Common Stock","NYSE","Unknown","Unknown",116525161850,143.47000122070312,"LOW",0,true,"yahoo","None"
"COP","ConocoPhillips Common Stock","NYSE","Unknown","Unknown",115675585383,93.61000061035156,"LOW",0,true,"yahoo","None"
"BUD","Anheuser-Busch Inbev SA Sponsored ADR (Belgium)","NYSE","Unknown","Unknown",115092593413,64.04000091552734,"LOW",0,true,"yahoo","None"
"BX","Blackstone Inc. Common Stock","NYSE","Unknown","Unknown",113824817256,154.13999938964844,"LOW",0,true,"yahoo","None"
"KKR","KKR & Co. Inc. Common Stock","NYSE","Unknown","Unknown",113629732707,127.4800033569336,"LOW",0,true,"yahoo","None"
"LMT","Lockheed Martin Corporation Common Stock","NYSE","Unknown","Unknown",111920171991,483.6700134277344,"LOW",0,true,"yahoo","None"
"PH","Parker-Hannifin Corporation Common Stock","NYSE","Unknown","Unknown",110913060953,878.9600219726562,"LOW",0,true,"yahoo","None"
"BMY","Bristol-Myers Squibb Company Common Stock","NYSE","Unknown","Unknown",109808518276,53.939998626708984,"LOW",0,true,"yahoo","None"
"NEM","Newmont Corporation","NYSE","Unknown","Unknown",108962608653,99.8499984741211,"LOW",0,true,"yahoo","None"
"HCA","HCA Healthcare, Inc. Common Stock","NYSE","Unknown","Unknown",106534604154,466.8599853515625,"LOW",0,true,"yahoo","None"
"IBN","ICICI Bank Limited Common Stock","NYSE","Unknown","Unknown",106319538729,29.799999237060547,"LOW",0,true,"yahoo","None"
"ENB","Enbridge Inc Common Stock","NYSE","Unknown","Unknown",104330412570,47.83000183105469,"LOW",0,true,"yahoo","None"
"BN","Brookfield Corporation Class A Limited Voting Shares","NYSE","Unknown","Unknown",103038517546,45.88999938964844,"LOW",0,true,"yahoo","None"
"MCK","McKesson Corporation Common Stock","NYSE","Unknown","Unknown",101245646729,820.2899780273438,"LOW",0,true,"yahoo","None"
"CVS","CVS Health Corporation Common Stock","NYSE","Unknown","Unknown",100742162010,79.36000061035156,"LOW",0,true,"yahoo","None"
"RIO","Rio Tinto Plc Common Stock","NYSE","Unknown","Unknown",100381014850,80.02999877929688,"LOW",0,true,"yahoo","None"
"GSK","GSK plc American Depositary Shares (Each representing two Ordinary Shares)","NYSE","Unknown","Unknown",100012791648,49.040000915527344,"LOW",0,true,"yahoo","None"
"MO","Altria Group, Inc.","NYSE","Unknown","Unknown",96792201688,57.65999984741211,"LOW",0,true,"yahoo","None"
"SO","Southern Company (The) Common Stock","NYSE","Unknown","Unknown",96016342310,87.19999694824219,"LOW",0,true,"yahoo","None"
"NKE","Nike, Inc. Common Stock","NYSE","Unknown","Unknown",94176208837,63.709999084472656,"LOW",0,true,"yahoo","None"
"ICE","Intercontinental Exchange Inc. Common Stock","NYSE","Unknown","Unknown",92346123627,161.9600067138672,"LOW",0,true,"yahoo","None"
"BMO","Bank Of Montreal Common Stock","NYSE","Unknown","Unknown",92008868077,129.7899932861328,"LOW",0,true,"yahoo","None"
"MFG","Mizuho Financial Group, Inc. Sponosred ADR (Japan)","NYSE","Unknown","Unknown",91970186658,7.320000171661377,"LOW",0,true,"yahoo","None"
"CVNA","Carvana Co. Class A Common Stock","NYSE","Unknown","Unknown",91807355061,422.0199890136719,"LOW",0,true,"yahoo","None"
"BNS","Bank Nova Scotia Halifax Pfd 3 Ordinary Shares","NYSE","Unknown","Unknown",91492030200,73.69000244140625,"LOW",0,true,"yahoo","None"
"DUK","Duke Energy Corporation (Holding Company) Common Stock","NYSE","Unknown","Unknown",91149672065,117.20999908447266,"LOW",0,true,"yahoo","None"
"MCO","Moody's Corporation Common Stock","NYSE","Unknown","Unknown",91135640000,510.8500061035156,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"GD","General Dynamics Corporation Common Stock","NYSE","Unknown","Unknown",90938748004,336.6600036621094,"LOW",0,true,"yahoo","None"
"MMC","Marsh & McLennan Companies, Inc. Common Stock","NYSE","Unknown","Unknown",90888044390,185.52000427246094,"LOW",0,true,"yahoo","None"
"BP","BP p.l.c. Common Stock","NYSE","Unknown","Unknown",90600861055,34.72999954223633,"LOW",0,true,"yahoo","None"
"RACE","Ferrari N.V. Common Shares","NYSE","Unknown","Unknown",89572919510,369.55999755859375,"LOW",0,true,"yahoo","None"
"WM","Waste Management, Inc. Common Stock","NYSE","Unknown","Unknown",88513919775,219.7100067138672,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"BCS","Barclays PLC Common Stock","NYSE","Unknown","Unknown",88477511266,25.450000762939453,"LOW",1,true,"yahoo","OVERBOUGHT_RSI"
"ING","ING Group, N.V. Common Stock","NYSE","Unknown","Unknown",88126952844,28,"LOW",0,true,"yahoo","None"
"TT","Trane Technologies plc","NYSE","Unknown","Unknown",86300820357,389.20001220703125,"LOW",0,true,"yahoo","None"
"AEM","Agnico Eagle Mines Limited Common Stock","NYSE","Unknown","Unknown",85225175623,169.52999877929688,"LOW",0,true,"yahoo","None"
"MMM","3M Company Common Stock","NYSE","Unknown","Unknown",85049130185,160.10000610351562,"LOW",0,true,"yahoo","None"
"BAM","Brookfield Asset Management Inc Class A Limited Voting Shares","NYSE","Unknown","Unknown",84386665352,52.38999938964844,"LOW",0,true,"yahoo","None"
"UPS","United Parcel Service, Inc. Common Stock","NYSE","Unknown","Unknown",84151367565,99.19000244140625,"LOW",0,true,"yahoo","None"
"APO","Apollo Global Management, Inc. (New) Common Stock","NYSE","Unknown","Unknown",84021971667,144.75999450683594,"LOW",0,true,"yahoo","None"
