Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,Signals
"BRFH","Barfresh Food Group Inc. Common Stock","NASDAQ","Unknown",46789993,2.930000066757202,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"RMCO","Royalty Management Holding Corporation Class A Common Stock","NASDAQ","Unknown",46784868,3.0899999141693115,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, OVERBOUGHT_RSI"
"FUSE","Fusemachines Inc. Common stock","NASDAQ","Unknown",46777551,1.649999976158142,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"UONE","Urban One, Inc. Class A Common Stock","NASDAQ","Unknown",46303122,1.0299999713897705,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LICN","Lichen International Limited Class A Ordinary Shares","NASDAQ","Unknown",46041647,2.819999933242798,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"HURA","TuHURA Biosciences, Inc. Common Stock","NASDAQ","Unknown",45947208,0.7570000290870667,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"RYM","RYTHM, Inc. Common Stock","NASDAQ","Unknown",45862392,21.34000015258789,9,"SMALL_MARKET_CAP, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"MRNO","Murano Global Investments PLC Ordinary Shares","NASDAQ","Unknown",45838715,0.578000009059906,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"ARBK","Argo Blockchain plc American Depositary Shares","NASDAQ","Unknown",45556482,3.4100000858306885,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"HMR","Heidmar Maritime Holdings Corp. Common Stock","NASDAQ","Unknown",45553529,0.7829999923706055,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LPCN","Lipocine Inc. Common Stock","NASDAQ","Unknown",44582006,8.029999732971191,9,"SMALL_MARKET_CAP, SPIKE_7D, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"SMXT","Solarmax Technology Inc. Common Stock","NASDAQ","Unknown",44571861,0.8209999799728394,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"REFR","Research Frontiers Incorporated Common Stock","NASDAQ","Unknown",44079170,1.309999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IOBT","IO Biotech, Inc. Common Stock","NASDAQ","Unknown",43809650,0.609000027179718,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"IBIO","iBio, Inc. Common Stock","NASDAQ","Unknown",43400504,1.9299999475479126,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"HGBL","Heritage Global Inc. Common Stock","NASDAQ","Unknown",43079526,1.2400000095367432,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BRLS","Borealis Foods Inc. Class A Common Shares","NASDAQ","Unknown",42926612,2,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"KSCP","Knightscope, Inc. Class A Common Stock","NASDAQ","Unknown",42697878,3.7100000381469727,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"AIFU","AIFU Inc. Class A Ordinary Share","NASDAQ","Unknown",42532326,2.680000066757202,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"PSIG","PS International Group Ltd. Ordinary Shares","NASDAQ","Unknown",42080738,4.880000114440918,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"ANEB","Anebulo Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown",41495578,1.0099999904632568,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"CELU","Celularity Inc. Class A Common Stock","NASDAQ","Unknown",41463172,1.1100000143051147,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"CMBM","Cambium Networks Corporation Ordinary Shares","NASDAQ","Unknown",40671084,1.440000057220459,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GGR","Gogoro Inc. Ordinary Shares","NASDAQ","Unknown",40425324,2.740000009536743,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CTSO","Cytosorbents Corporation Common Stock","NASDAQ","Unknown",40144512,0.6389999985694885,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"EVAX","Evaxion A/S American Depositary Share","NASDAQ","Unknown",39603951,4.769999980926514,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"AWRE","Aware, Inc. Common Stock","NASDAQ","Unknown",39541338,1.850000023841858,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"OCC","Optical Cable Corporation Common Stock","NASDAQ","Unknown",39471812,4.449999809265137,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BOF","BranchOut Food Inc. Common Stock","NASDAQ","Unknown",39259832,3.180000066757202,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"KOSS","Koss Corporation Common Stock","NASDAQ","Unknown",39149653,4.139999866485596,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ICMB","Investcorp Credit Management BDC, Inc. Common Stock","NASDAQ","Unknown",38933357,2.700000047683716,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BLIV","BeLive Holdings Ordinary Share","NASDAQ","Unknown",38895991,3.5799999237060547,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"PMEC","Primech Holdings Ltd. Ordinary Shares","NASDAQ","Unknown",38811000,1.0199999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"UONEK","Urban One, Inc. Class D Common Stock","NASDAQ","Unknown",38615904,0.8600000143051147,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"APWC","Asia Pacific Wire & Cable Corporation, Ltd. Ordinary Shares (Bermuda)","NASDAQ","Unknown",38447202,1.8600000143051147,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SNAL","Snail, Inc. Class A Common Stock","NASDAQ","Unknown",38371284,0.8889999985694885,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TWNP","Twin Hospitality Group Inc. Class A Common Stock","NASDAQ","Unknown",38270741,0.6679999828338623,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"NMTC","NeuroOne Medical Technologies Corporation Common Stock","NASDAQ","Unknown",38213166,0.7580000162124634,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"VVPR","VivoPower International PLC Ordinary Shares","NASDAQ","Unknown",37939305,2.265000104904175,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MSGY","Masonglory Limited Ordinary Shares","NASDAQ","Unknown",37660000,2.690000057220459,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP"
"KFFB","Kentucky First Federal Bancorp Common Stock","NASDAQ","Unknown",37603225,4.650000095367432,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SLE","Super League Enterprise, Inc. Common Stock","NASDAQ","Unknown",37357747,0.6110000014305115,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"TOP","TOP Financial Group Limited Class A Ordinary Shares","NASDAQ","Unknown",37253546,1.0049999952316284,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"USIO","Usio, Inc. Common Stock","NASDAQ","Unknown",37138661,1.3600000143051147,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DFLI","Dragonfly Energy Holdings Corp. Common Stock (NV)","NASDAQ","Unknown",37081624,3.069999933242798,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GLTO","Galecto, Inc. Common Stock","NASDAQ","Unknown",36704655,23.010000228881836,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"RYET","Ruanyun Edai Technology Inc. Ordinary shares","NASDAQ","Unknown",36450004,1.0800000429153442,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"GLBS","Globus Maritime Limited Common Stock","NASDAQ","Unknown",36019027,1.75,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CIGL","Concorde International Group Ltd Class A Ordinary Shares","NASDAQ","Unknown",35945481,1.6100000143051147,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"NTWK","NetSol Technologies Inc. Common  Stock","NASDAQ","Unknown",35744228,3.0299999713897705,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MBBC","Marathon Bancorp, Inc. Common Stock","NASDAQ","Unknown",35733619,12.15999984741211,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"SURG","SurgePays, Inc. Common Stock","NASDAQ","Unknown",35139230,1.6699999570846558,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"JUNS","Jupiter Neurosciences, Inc. Common Stock","NASDAQ","Unknown",35114882,1.0199999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"POM","POMDOCTOR LIMITED American Depositary Shares","NASDAQ","Unknown",34922316,0.29499998688697815,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"GNTA","Genenta Science S.p.A. American Depositary Shares","NASDAQ","Unknown",34913953,1.4900000095367432,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BZFD","BuzzFeed, Inc. Class A Common Stock","NASDAQ","Unknown",34607044,0.9300000071525574,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"XCUR","Exicure, Inc. Common Stock","NASDAQ","Unknown",34546370,5.420000076293945,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"SCWO","374Water Inc. Common Stock","NASDAQ","Unknown",34526755,2.0399999618530273,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ZJYL","JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares","NASDAQ","Unknown",34440362,0.2199999988079071,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CPOP","Pop Culture Group Co., Ltd Class A Ordinary Shares","NASDAQ","Unknown",34414397,0.41999998688697815,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RYOJ","rYojbaba Co., Ltd. Common Shares","NASDAQ","Unknown",34312500,3.049999952316284,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"FEMY","Femasys Inc. Common Stock","NASDAQ","Unknown",34284968,0.5759999752044678,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"GIFT","Giftify, Inc. Common Stock","NASDAQ","Unknown",34060304,1.100000023841858,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DYAI","Dyadic International, Inc. Common Stock","NASDAQ","Unknown",34016530,0.9399999976158142,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"RAND","Rand Capital Corporation Common Stock","NASDAQ","Unknown",33722238,11.359999656677246,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"KLXE","KLX Energy Services Holdings, Inc. Common Stock","NASDAQ","Unknown",33714056,1.8899999856948853,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BCAB","BioAtla, Inc. Common Stock","NASDAQ","Unknown",33376268,0.5680000185966492,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MDBH","MDB Capital Holdings, LLC Class A common","NASDAQ","Unknown",32899861,3.244999885559082,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"FTHM","Fathom Holdings Inc. Common Stock","NASDAQ","Unknown",32714869,1.0099999904632568,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CHAI","Core AI Holdings, Inc. Common Shares","NASDAQ","Unknown",32473549,1.6299999952316284,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D"
"POCI","Precision Optics Corporation, Inc. Common stock","NASDAQ","Unknown",32286024,4.190000057220459,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IINN","Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares","NASDAQ","Unknown",32144584,0.8999999761581421,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RVPH","Reviva Pharmaceuticals Holdings, Inc. Common Stock","NASDAQ","Unknown",32101355,0.2800000011920929,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"MOBBW","Mobilicom Limited Warrants","NASDAQ","Unknown",32005734,0.2599000036716461,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ORGN","Origin Materials, Inc. Common Stock","NASDAQ","Unknown",31998424,0.21199999749660492,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"VEEA","Veea Inc. Common Stock","NASDAQ","Unknown",31972413,0.6370000243186951,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"YQ","17 Education & Technology Group Inc. American Depositary Shares","NASDAQ","Unknown",31689122,3.5799999237060547,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"FARM","Farmer Brothers Company Common Stock","NASDAQ","Unknown",31538938,1.4600000381469727,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"FOXX","Foxx Development Holdings Inc. Common Stock","NASDAQ","Unknown",31461970,4.639999866485596,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ANTX","AN2 Therapeutics, Inc. Common Stock","NASDAQ","Unknown",31238307,1.1399999856948853,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SOPA","Society Pass Incorporated Common Stock","NASDAQ","Unknown",31009212,3.799999952316284,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"KWM","K Wave Media, Ltd. Ordinary Shares","NASDAQ","Unknown",30954702,0.4099999964237213,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GROW","U.S. Global Investors, Inc. Class A Common Stock","NASDAQ","Unknown",30820078,2.4100000858306885,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"HOWL","Werewolf Therapeutics, Inc. Common Stock","NASDAQ","Unknown",30750217,0.6340000033378601,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"IZM","ICZOOM Group Inc. Class A Ordinary Shares","NASDAQ","Unknown",30525999,2.5399999618530273,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"RNTX","Rein Therapeutics, Inc. Common Stock","NASDAQ","Unknown",30492203,1.159999966621399,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"KTCC","Key Tronic Corporation Common Stock","NASDAQ","Unknown",30297361,2.7899999618530273,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"KPLT","Katapult Holdings, Inc. Common Stock","NASDAQ","Unknown",29995938,6.460000038146973,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"LEE","Lee Enterprises, Incorporated Common Stock","NASDAQ","Unknown",29994142,4.789999961853027,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"ATHA","Athira Pharma, Inc. Common Stock","NASDAQ","Unknown",29855225,7.570000171661377,5,"SMALL_MARKET_CAP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"DAIO","Data I/O Corporation Common Stock","NASDAQ","Unknown",29772269,3.1700000762939453,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CLIR","ClearSign Technologies Corporation Common Stock (DE)","NASDAQ","Unknown",29625341,0.5600000023841858,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ELUT","Elutia Inc. Class A Common Stock","NASDAQ","Unknown",29579111,0.6930000185966492,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"PXS","Pyxis Tankers Inc. Common Stock","NASDAQ","Unknown",29465281,2.809999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SELX","Semilux International Ltd. Ordinary Shares","NASDAQ","Unknown",29306401,0.7829999923706055,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, VOLUME_EXPLOSION, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"YSXT","YSX Tech. Co., Ltd Class A Ordinary Shares","NASDAQ","Unknown",29296875,1.25,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"SJ","Scienjoy Holding Corporation Class A Ordinary Shares","NASDAQ","Unknown",29192362,0.6949999928474426,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"RLYB","Rallybio Corporation Common Stock","NASDAQ","Unknown",28983453,0.6859999895095825,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ADGM","Adagio Medical Holdings, Inc Common Stock","NASDAQ","Unknown",28944588,1.0399999618530273,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"HCTI","Healthcare Triangle, Inc. Common Stock","NASDAQ","Unknown",28681969,0.6330000162124634,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"BRNS","Barinthus Biotherapeutics plc American Depositary Shares","NASDAQ","Unknown",28585330,0.699999988079071,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ZBAO","Zhibao Technology Inc. Class A Ordinary Shares","NASDAQ","Unknown",28406065,0.9010000228881836,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"HUIZ","Huize Holding Limited American Depositary Shares","NASDAQ","Unknown",28348899,2.809999942779541,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, VOLUME_EXPLOSION"
"AERT","Aeries Technology, Inc. Class A Ordinary Share","NASDAQ","Unknown",28321422,0.515999972820282,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"PN","Skycorp Solar Group Limited Ordinary Shares","NASDAQ","Unknown",28306200,0.7260000109672546,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"FATN","FatPipe, Inc. Common Stock","NASDAQ","Unknown",28127425,2.0199999809265137,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"BBLGW","Bone Biologics Corp Warrants","NASDAQ","Unknown",27826530,15.5,8,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"WYHG","Wing Yip Food Holdings Group Limited American Depositary Shares","NASDAQ","Unknown",27682010,0.550000011920929,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D"
"CREG","Smart Powerr Corp. Common Stock","NASDAQ","Unknown",27676134,1.3300000429153442,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"PLUR","Pluri Inc. Common Stock","NASDAQ","Unknown",27669152,2.990000009536743,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"MODD","Modular Medical, Inc. Common Stock","NASDAQ","Unknown",27617127,0.36399999260902405,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"DARE","Dare Bioscience, Inc. Common Stock","NASDAQ","Unknown",27578212,1.9299999475479126,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"CUE","Cue Biopharma, Inc. Common Stock","NASDAQ","Unknown",27572044,0.3050000071525574,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"WPRT","Westport Fuel Systems Inc Common Shares","NASDAQ","Unknown",27241078,1.5700000524520874,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NTRP","NextTrip, Inc. Common Stock","NASDAQ","Unknown",27023701,3.2300000190734863,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"MGN","Megan Holdings Limited Ordinary Shares","NASDAQ","Unknown",26950000,1.5399999618530273,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"LHSW","Lianhe Sowell International Group Ltd Class A Ordinary Shares","NASDAQ","Unknown",26551200,0.5109999775886536,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"EPOW","Sunrise New Energy Co., Ltd Class A Ordinary Shares","NASDAQ","Unknown",26449910,0.9800000190734863,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"PGYWW","Pagaya Technologies Ltd. Warrants","NASDAQ","Unknown",26383630,0.23010000586509705,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LITM","Snow Lake Resources Ltd. Common Shares","NASDAQ","Unknown",26244501,3,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"TAOX","Tao Synergies Inc. Common Stock","NASDAQ","Unknown",26234396,3.680000066757202,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D"
"VTGN","Vistagen Therapeutics, Inc. Common Stock","NASDAQ","Unknown",26142039,0.6600000262260437,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SAGT","SAGTEC GLOBAL LIMITED Class A Ordinary shares","NASDAQ","Unknown",25978500,2.069999933242798,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DSY","Big Tree Cloud Holdings Limited Ordinary Shares","NASDAQ","Unknown",25897703,0.27300000190734863,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MOGO","Mogo Inc. Common Shares","NASDAQ","Unknown",25646349,1.0700000524520874,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RECT","Rectitude Holdings Ltd Ordinary Shares","NASDAQ","Unknown",25520000,1.7599999904632568,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CGTL","Creative Global Technology Holdings Limited Class A Ordinary Shares","NASDAQ","Unknown",25510625,1.190000057220459,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"KMRK","K-Tech Solutions Company Limited Class A Ordinary Shares","NASDAQ","Unknown",25350000,1.2999999523162842,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"FTFT","Future FinTech Group Inc. Common Stock","NASDAQ","Unknown",25265904,0.7699999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"AACG","ATA Creativity Global American Depositary Shares","NASDAQ","Unknown",25219569,0.7900000214576721,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ANGH","Anghami Inc. Ordinary Shares","NASDAQ","Unknown",25216448,3.7699999809265137,12,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"PIII","P3 Health Partners Inc. Class A Common Stock","NASDAQ","Unknown",25147506,3.490000009536743,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ZGM","Zenta Group Company Limited Ordinary Shares","NASDAQ","Unknown",25136931,2.1700000762939453,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TBHC","The Brand House Collective, Inc. Common Stock","NASDAQ","Unknown",24707521,1.100000023841858,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"INTS","Intensity Therapeutics, Inc. Common stock","NASDAQ","Unknown",24638649,0.4099999964237213,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"WCT","Wellchange Holdings Company Limited Class A Ordinary shares","NASDAQ","Unknown",24522400,0.1599999964237213,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D"
"PFAI","Pinnacle Food Group Limited Class A Common Shares","NASDAQ","Unknown",24283350,2.0759999752044678,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SPHL","Springview Holdings Ltd Class A Ordinary Shares","NASDAQ","Unknown",24236584,2.0799999237060547,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"GAUZ","Gauzy Ltd. Ordinary Shares","NASDAQ","Unknown",24149170,1.2899999618530273,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"UTSI","UTStarcom Holdings Corp. Ordinary Shares","NASDAQ","Unknown",24054448,2.5399999618530273,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
