Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,DataSource,Signals
"FGEN","FibroGen, Inc Common Stock","NASDAQ","Unknown",35519007,8.779999732971191,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"OMCC","Old Market Capital Corporation Common Stock","NASDAQ","Unknown",35172702,5.179999828338623,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BTAI","BioXcel Therapeutics, Inc. Common Stock","NASDAQ","Unknown",34991186,1.600000023841858,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"PRTS","CarParts.com, Inc. Common Stock","NASDAQ","Unknown",34831876,0.5,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SATLW","Satellogic Inc. Warrant","NASDAQ","Unknown",34544125,0.255,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ICCM","IceCure Medical Ltd. Ordinary Shares","NASDAQ","Unknown",34512746,0.6100000143051147,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VERU","Veru Inc. Common Stock","NASDAQ","Unknown",34347685,2.140000104904175,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LTRN","Lantern Pharma Inc. Common Stock","NASDAQ","Unknown",33888802,3.0299999713897705,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"STKE","Sol Strategies Inc. Common Shares","NASDAQ","Unknown",33793164,1.5299999713897705,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BIRD","Allbirds, Inc. Class A Common Stock","NASDAQ","Unknown",33673677,4.099999904632568,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"XLO","Xilio Therapeutics, Inc. Common Stock","NASDAQ","Unknown",33610710,0.6399999856948853,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ELWT","Elauwit Connection, Inc. Common Stock","NASDAQ","Unknown",33562366,5.070000171661377,2,"yahoo","SMALL_MARKET_CAP"
"BLBX","Blackboxstocks Inc. Common Stock","NASDAQ","Unknown",33530243,8.095000267028809,2,"yahoo","SMALL_MARKET_CAP"
"LIXT","Lixte Biotechnology Holdings, Inc. Common Stock","NASDAQ","Unknown",33515343,3.930000066757202,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ABLV","Able View Global Inc. Class B Ordinary Shares","NASDAQ","Unknown",33362892,0.6759999990463257,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NDLS","Noodles & Company Class A Common Stock","NASDAQ","Unknown",33022940,0.7099999785423279,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RMTI","Rockwell Medical, Inc. Common Stock","NASDAQ","Unknown",32844319,0.8299999833106995,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FUFUW","BitFuFu Inc. Warrant","NASDAQ","Unknown",32621323,0.2,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SCOR","comScore, Inc. Common Stock","NASDAQ","Unknown",32601816,6.5,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BAFN","BayFirst Financial Corp. Common Stock","NASDAQ","Unknown",32263524,7.849999904632568,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"STRRP","Star Equity Holdings, Inc. 10% Series A Cumulative Perpetual Preferred Stock","NASDAQ","Unknown",32091334,9.34000015258789,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MDCX","Medicus Pharma Ltd. Common Stock","NASDAQ","Unknown",32085817,1.5299999713897705,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LNZA","LanzaTech Global, Inc. Common Stock","NASDAQ","Unknown",31926172,13.760000228881836,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RNXT","RenovoRx, Inc. Common Stock","NASDAQ","Unknown",30789594,0.8399999737739563,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MFI","mF International Limited Class A Ordinary Shares","NASDAQ","Unknown",30777008,18.579999923706055,2,"yahoo","SMALL_MARKET_CAP"
"FMST","Foremost Clean Energy Ltd. Common Shares","NASDAQ","Unknown",30603006,2.119999885559082,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SWAG","Stran & Company, Inc. Common Stock","NASDAQ","Unknown",30358342,1.659999966621399,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SDST","Stardust Power Inc. Common Stock","NASDAQ","Unknown",30042496,3.059999942779541,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"HBIO","Harvard Bioscience, Inc. Common Stock","NASDAQ","Unknown",29814880,0.6700000166893005,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"KTTA","Pasithea Therapeutics Corp. Common Stock","NASDAQ","Unknown",29787470,1.2899999618530273,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CRWS","Crown Crafts Inc Common Stock","NASDAQ","Unknown",29646720,2.7699999809265137,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"QVCGP","QVC Group, Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock","NASDAQ","Unknown",29369224,3.640000104904175,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CING","Cingulate Inc. Common Stock","NASDAQ","Unknown",29325684,4.340000152587891,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NEON","Neonode Inc. Common Stock","NASDAQ","Unknown",29202284,1.7400000095367432,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BEEM","Beam Global Common Stock","NASDAQ","Unknown",28544019,1.5,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LNAI","Lunai Bioworks Inc. Common Stock","NASDAQ","Unknown",28535434,0.8820000290870667,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"UG","United-Guardian, Inc. Common Stock","NASDAQ","Unknown",28301005,6.159999847412109,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"QNTM","Quantum Biopharma Ltd. Class B Subordinate Voting Shares","NASDAQ","Unknown",28053426,7.300000190734863,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SNTI","Senti Biosciences, Inc. Common Stock","NASDAQ","Unknown",27342472,1.0399999618530273,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"AISPW","Airship AI Holdings, Inc. Warrants","NASDAQ","Unknown",27340450,0.8,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FLUX","Flux Power Holdings, Inc. Common Stock","NASDAQ","Unknown",27101971,1.2699999809265137,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BOSC","B.O.S. Better Online Solutions Common Stock","NASDAQ","Unknown",27011429,4.559999942779541,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"EPSM","Epsium Enterprise Limited Class A Ordinary Shares","NASDAQ","Unknown",26876068,2,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BOLD","Boundless Bio, Inc. Common Stock","NASDAQ","Unknown",26862733,1.2000000476837158,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NVNI","Nvni Group Limited Ordinary Shares","NASDAQ","Unknown",26586570,2.6500000953674316,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SCYX","SCYNEXIS, Inc. Common Stock","NASDAQ","Unknown",26538703,0.6320000290870667,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"AYTU","Aytu BioPharma, Inc.  Common Stock","NASDAQ","Unknown",26489341,2.5999999046325684,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"PSHG","Performance Shipping Inc. Common Shares","NASDAQ","Unknown",26480497,2.130000114440918,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"IPWR","Ideal Power Inc. Common Stock","NASDAQ","Unknown",26300235,3.0899999141693115,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"WHLRD","Wheeler Real Estate Investment Trust, Inc. Series D Cumulative Preferred Stock","NASDAQ","Unknown",26266676,38.04999923706055,2,"yahoo","SMALL_MARKET_CAP"
"SPWRW","SunPower Inc. Warrants","NASDAQ","Unknown",25829105,0.24,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MBNKO","Medallion Bank Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share","NASDAQ","Unknown",25060000,25.059999465942383,2,"yahoo","SMALL_MARKET_CAP"
"MRKR","Marker Therapeutics, Inc. Common Stock","NASDAQ","Unknown",24842959,1.4900000095367432,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NXTT","Next Technology Holding Inc. Ordinary Shares","NASDAQ","Unknown",24617813,6.03000020980835,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"PHIO","Phio Pharmaceuticals Corp. Common Stock","NASDAQ","Unknown",24372340,1.0499999523162842,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BMR","Beamr Imaging Ltd. Ordinary Share","NASDAQ","Unknown",24364507,1.5700000524520874,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"AGPU","Axe Compute Inc. Common Stock","NASDAQ","Unknown",24263639,7.150000095367432,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ARKR","Ark Restaurants Corp. Common Stock","NASDAQ","Unknown",24179283,6.710000038146973,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DRTSW","Alpha Tau Medical Ltd. Warrant","NASDAQ","Unknown",23929394,0.34,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NIXX","Nixxy, Inc. Common Stock","NASDAQ","Unknown",23895480,0.9606000185012817,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RDI","Reading International Inc Class A Common Stock","NASDAQ","Unknown",23853123,1.0499999523162842,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VSOL","VanEck Solana ETF Shares of Beneficial Interest","NASDAQ","Unknown",23043927,16.17300033569336,2,"yahoo","SMALL_MARKET_CAP"
"JL","J-Long Group Limited Class A Ordinary Shares","NASDAQ","Unknown",23005059,6.116000175476074,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NRSN","NeuroSense Therapeutics Ltd. Ordinary Shares","NASDAQ","Unknown",22724696,0.7689999938011169,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"WNW","Meiwu Technology Company Limited Ordinary Shares","NASDAQ","Unknown",21744261,1.3899999856948853,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RDZNW","Roadzen, Inc. Warrants","NASDAQ","Unknown",21517300,0.2717,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SQFTP","Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share","NASDAQ","Unknown",21173320,14.713000297546387,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NEUP","Neuphoria Therapeutics Inc. Common Stock","NASDAQ","Unknown",20864037,3.880000114440918,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SBCWW","SBC Medical Group Holdings Incorporated Warrants","NASDAQ","Unknown",20823119,0.203,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NSYS","Nortech Systems Incorporated Common Stock","NASDAQ","Unknown",20687045,7.429999828338623,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ONEG","OneConstruction Group Limited Ordinary Shares","NASDAQ","Unknown",20400000,1.274999976158142,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GYRO","Gyrodyne, LLC Common Stock","NASDAQ","Unknown",20321606,9.239999771118164,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CTRM","Castor Maritime Inc. Common Shares","NASDAQ","Unknown",20001073,2.069999933242798,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SPCB","SuperCom, Ltd. Ordinary Shares (Israel)","NASDAQ","Unknown",19664338,9.050000190734863,2,"yahoo","SMALL_MARKET_CAP"
"HIND","Vyome Holdings, Inc. Common Stock","NASDAQ","Unknown",19417059,3.440000057220459,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"UHGWW","United Homes Group, Inc. Warrant","NASDAQ","Unknown",19402619,0.3299,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"YHC","LQR House Inc. Common Stock","NASDAQ","Unknown",19234490,0.8999999761581421,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"EHLD","Euroholdings Ltd. Common Stock","NASDAQ","Unknown",19152982,6.800000190734863,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"COCH","Envoy Medical, Inc. Class A Common Stock","NASDAQ","Unknown",19128902,0.6610000133514404,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MSGM","Motorsport Games Inc. Class A Common Stock","NASDAQ","Unknown",18317687,3.1700000762939453,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VVOS","Vivos Therapeutics, Inc. Common Stock","NASDAQ","Unknown",18245855,2.0299999713897705,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ABVEW","Above Food Ingredients Inc. Warrants","NASDAQ","Unknown",17917147,0.35,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"WKSP","Worksport, Ltd. Common Stock","NASDAQ","Unknown",17581849,2.130000114440918,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CLIK","Click Holdings Limited Class A Ordinary Share","NASDAQ","Unknown",17130923,5.25,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ALLR","Allarity Therapeutics, Inc. Common Stock","NASDAQ","Unknown",17066265,1.0800000429153442,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VWAVW","VisionWave Holdings, Inc. Warrant","NASDAQ","Unknown",16989679,1.17,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CVKD","Cadrenal Therapeutics, Inc. Common Stock","NASDAQ","Unknown",15852501,6.78000020980835,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"NCEW","New Century Logistics (BVI) Limited Ordinary Shares","NASDAQ","Unknown",15748750,5.860000133514404,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BNGO","Bionano Genomics, Inc. Common Stock","NASDAQ","Unknown",15569280,1.5299999713897705,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SINT","SiNtx Technologies, Inc. Common Stock","NASDAQ","Unknown",15515753,3.859999895095825,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"HOTH","Hoth Therapeutics, Inc. Common Stock","NASDAQ","Unknown",15359169,0.9900000095367432,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MRM","MEDIROM Healthcare Technologies Inc. American Depositary Share","NASDAQ","Unknown",15329783,1.940000057220459,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LESL","Leslie's, Inc. Common Stock","NASDAQ","Unknown",15329013,1.649999976158142,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BTOG","Bit Origin Limited Class A Ordinary Shares","NASDAQ","Unknown",15241010,0.1720000058412552,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"PMN","ProMIS Neurosciences Inc. Common Shares (ON)","NASDAQ","Unknown",14690430,6.829999923706055,2,"yahoo","SMALL_MARKET_CAP"
"LVLU","Lulu's Fashion Lounge Holdings, Inc. Common Stock","NASDAQ","Unknown",14469036,5.21999979019165,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TPST","Tempest Therapeutics, Inc. Common Stock","NASDAQ","Unknown",14140952,2.869999885559082,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"HOVRW","New Horizon Aircraft Ltd. Warrant","NASDAQ","Unknown",13834641,0.3191,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MDAIW","Spectral AI, Inc. Warrants","NASDAQ","Unknown",13810003,0.45,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MDRR","Medalist Diversified REIT, Inc. Common Stock","NASDAQ","Unknown",13682582,12.300000190734863,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"WLDSW","Wearable Devices Ltd. Warrant","NASDAQ","Unknown",13620296,1.32,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SNSE","Sensei Biotherapeutics, Inc. Common Stock","NASDAQ","Unknown",13457964,10.670000076293945,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BCTX","BriaCell Therapeutics Corp. Common Shares","NASDAQ","Unknown",13394572,7.110000133514404,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FMSTW","Foremost Clean Energy Ltd. Warrant","NASDAQ","Unknown",13280550,0.92,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"DAVEW","Dave Inc. Warrants","NASDAQ","Unknown",13234000,0.98,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BGLWW","Blue Gold Limited Warrant","NASDAQ","Unknown",12876827,0.4212,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VSEE","VSee Health, Inc. Common Stock","NASDAQ","Unknown",12427512,0.37400001287460327,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ABTS","Abits Group Inc Ordinary Shares","NASDAQ","Unknown",12206216,5.150000095367432,4,"yahoo","SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CENN","Cenntro Inc. Common Stock","NASDAQ","Unknown",11964936,0.13609999418258667,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"WLDS","Wearable Devices Ltd. Ordinary Share","NASDAQ","Unknown",11762983,1.1399999856948853,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CETY","Clean Energy Technologies, Inc. Common Stock","NASDAQ","Unknown",11683612,0.7250000238418579,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"WIMI","WiMi Hologram Cloud Inc. Class B Ordinary Shares","NASDAQ","Unknown",11637655,2.369999885559082,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BAERW","Bridger Aerospace Group Holdings, Inc. Warrant","NASDAQ","Unknown",11075295,0.1994,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"WKHS","Workhorse Group, Inc. Common Stock","NASDAQ","Unknown",11044119,5.090000152587891,2,"yahoo","SMALL_MARKET_CAP"
"BEATW","Heartbeam, Inc. Warrant","NASDAQ","Unknown",11021940,0.32,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FGI","FGI Industries Ltd. Ordinary Shares","NASDAQ","Unknown",10944798,5.699999809265137,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FLYE","Fly-E Group, Inc. Common Stock","NASDAQ","Unknown",10847205,6.644999980926514,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"LGVN","Longeveron Inc. Class A Common Stock","NASDAQ","Unknown",10794438,0.5059999823570251,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BOLT","Bolt Biotherapeutics, Inc. Common Stock","NASDAQ","Unknown",10495503,5.4679999351501465,2,"yahoo","SMALL_MARKET_CAP"
"LFWD","Lifeward Ltd. Ordinary Shares","NASDAQ","Unknown",10224350,0.5770000219345093,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MBAI","Check-Cap Ltd. Ordinary Share","NASDAQ","Unknown",9478468,1.6200000047683716,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NRSNW","NeuroSense Therapeutics Ltd. Warrant","NASDAQ","Unknown",9447445,0.3197,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BKYI","BIO-key International, Inc. Common Stock","NASDAQ","Unknown",9175457,0.5400000214576721,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"PRSO","Peraso Inc. Common Stock","NASDAQ","Unknown",9035573,0.8700000047683716,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SUGP","SU Group Holdings Limited Ordinary Shares","NASDAQ","Unknown",8905814,6.079999923706055,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"USGOW","U.S. GoldMining Inc. Warrant","NASDAQ","Unknown",8879767,0.669,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"OPTXW","Syntec Optics Holdings, Inc. Warrant","NASDAQ","Unknown",8827626,0.2391,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GELS","Gelteq Limited Ordinary Shares","NASDAQ","Unknown",8568847,0.800000011920929,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CMMB","Chemomab Therapeutics Ltd. American Depositary Share","NASDAQ","Unknown",8565275,1.649999976158142,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CIIT","Tianci International, Inc. Common Stock","NASDAQ","Unknown",8156824,0.3330000042915344,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GXAI","Gaxos.ai Inc. Common Stock","NASDAQ","Unknown",7622095,1.0700000524520874,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"VRME","VerifyMe, Inc. Common Stock","NASDAQ","Unknown",7475856,0.6007999777793884,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FLDDW","Fold Holdings, Inc. Warrant","NASDAQ","Unknown",7472480,0.152,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"PMCB","PharmaCyte  Biotech, Inc. Common Stock","NASDAQ","Unknown",7337132,0.7239999771118164,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"TCRT","Alaunos Therapeutics, Inc. Common Stock","NASDAQ","Unknown",7208808,3.2300000190734863,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NWTG","Newton Golf Company, Inc. Common Stock","NASDAQ","Unknown",7128695,1.5,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BGLC","BioNexus Gene Lab Corp Common stock","NASDAQ","Unknown",7096203,3.950000047683716,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"INLF","INLIF LIMITED Class A Ordinary Shares","NASDAQ","Unknown",6980300,0.48100000619888306,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LTCC","Canary Litecoin ETF Shares of Beneficial Interest","NASDAQ","Unknown",6946343,18.77400016784668,2,"yahoo","SMALL_MARKET_CAP"
"ALZN","Alzamend Neuro, Inc. Common Stock","NASDAQ","Unknown",6918919,1.8200000524520874,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NCNA","NuCana plc American Depositary Share","NASDAQ","Unknown",6869441,3.5999999046325684,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"IBG","Innovation Beverage Group Limited Ordinary Shares","NASDAQ","Unknown",6663036,1.9199999570846558,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"XPON","Expion360 Inc. Common Stock","NASDAQ","Unknown",6546303,0.6779999732971191,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NVNO","enVVeno Medical Corporation Common Stock","NASDAQ","Unknown",6485349,0.32100000977516174,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GNPX","Genprex, Inc. Common Stock","NASDAQ","Unknown",6298219,1.75,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LMFA","LM Funding America, Inc. Common Stock","NASDAQ","Unknown",6269420,0.4440000057220459,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"HPAIW","Helport AI Limited Warrants","NASDAQ","Unknown",5959010,0.1592,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RVYL","Ryvyl Inc. Common Stock","NASDAQ","Unknown",5849537,5.67349910736084,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FRSX","Foresight Autonomous Holdings Ltd. American Depositary Shares","NASDAQ","Unknown",5641345,1.2899999618530273,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LYRA","Lyra Therapeutics, Inc. Common Stock","NASDAQ","Unknown",5466637,3.0799999237060547,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RUBI","Rubico Inc. Common Stock","NASDAQ","Unknown",5378040,1.0700000524520874,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"NDRA","ENDRA Life Sciences Inc. Common Stock","NASDAQ","Unknown",5283978,4.53000020980835,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GURE","Gulf Resources, Inc. (NV) Common Stock","NASDAQ","Unknown",5113822,3.700000047683716,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"IMRN","Immuron Limited American Depositary Shares","NASDAQ","Unknown",5112943,0.7630000114440918,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GRRRW","Gorilla Technology Group Inc. Warrant","NASDAQ","Unknown",5085894,0.2515,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CELZ","Creative Medical Technology Holdings, Inc. Common Stock","NASDAQ","Unknown",5057843,1.9600000381469727,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RELI","Reliance Global Group, Inc. Common Stock","NASDAQ","Unknown",5044281,0.5109999775886536,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"FLGC","Flora Growth Corp. Common Stock","NASDAQ","Unknown",4675031,6.260000228881836,2,"yahoo","SMALL_MARKET_CAP"
"ASPSW","Altisource Portfolio Solutions S.A. Net Settle Stakeholder Warrants","NASDAQ","Unknown",4508454,0.4101,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SPRC","SciSparc Ltd. Ordinary Shares","NASDAQ","Unknown",4455874,1.3600000143051147,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"GWAV","Greenwave Technology Solutions, Inc. Common Stock","NASDAQ","Unknown",4347266,5.239999771118164,2,"yahoo","SMALL_MARKET_CAP"
"BAOS","Baosheng Media Group Holdings Limited Ordinary shares","NASDAQ","Unknown",4189150,2.7300000190734863,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"LCFYW","Locafy Limited Warrant","NASDAQ","Unknown",3975912,2.21,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"BLUWW","Blue Water Acquisition Corp. III Warrant.","NASDAQ","Unknown",3839850,0.53,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SLRX","Salarius Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown",3803381,0.6489999890327454,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ASPSZ","Altisource Portfolio Solutions S.A. Cash Exercise Stakeholder Warrants","NASDAQ","Unknown",3627871,0.33,4,"mock","MICROCAP_PRICE, SMALL_MARKET_CAP"
